DATEPRD,oil_total,gas_total,water_total
2009-07-23,6014.35,851823.26,451.89
2009-07-24,5932.59,841494.98,499.31
2009-07-25,6071.74,860537.89,498.94
2009-07-26,6041.21,859633.9099999999,501.42
2009-07-27,5996.74,851523.88,507.29999999999995
2009-07-28,6079.98,866284.9,353.63
2009-07-29,6079.37,868543.6000000001,357.68
2009-07-30,6093.469999999999,870990.3,340.37
2009-07-31,6017.43,861138.11,339.67
2009-08-01,6017.43,863926.8300000001,342.84000000000003
2009-08-02,2577.37,378552.41000000003,140.07
2009-08-03,0,0,0
2009-08-04,11.98,13300.02,0.07
2009-08-05,7434.799999999999,1039828.3600000001,510.5
2009-08-06,8934.06,1240440.72,804.8900000000001
2009-08-07,8626,1195541.8,1108.85
2009-08-08,4482.219999999999,655068.9299999999,446.63
2009-08-09,9260.77,1279498.58,919.55
2009-08-10,9436.61,1301580.8900000001,992.95
2009-08-11,9061.25,1252247.07,921.6
2009-08-12,8896.060000000001,1231681.9,1623.17
2009-08-13,8918.9,1232652.6600000001,1027.57
2009-08-14,8964.57,1236914.7000000002,1031.16
2009-08-15,8982.64,1244053.1,997.36
2009-08-16,8991.849999999999,1249099.46,1034.83
2009-08-17,9016.220000000001,1252473.1400000001,1019.1899999999999
2009-08-18,9004.82,1252956.0899999999,996.55
2009-08-19,9020.490000000002,1255507.6,939.6800000000001
2009-08-20,9033.2,1257824.56,995.55
2009-08-21,9025.44,1255429.65,911.75
2009-08-22,9025.93,1254543.1800000002,988.88
2009-08-23,9016.07,1254385.19,966.27
2009-08-24,9061.220000000001,1260859.17,998.6500000000001
2009-08-25,9272.84,1288677.22,1015.3299999999999
2009-08-26,4132.530000000001,577157.64,940.43
2009-08-27,7010.57,992160.1799999999,1150.58
2009-08-28,8995.74,1251747.76,817.6899999999999
2009-08-29,4803.8099999999995,676211.89,889.7399999999999
2009-08-30,4848.34,682081.46,760.43
2009-08-31,3044.04,414569.61,525.03
2009-09-01,0,0,0
2009-09-02,0,0,0
2009-09-03,0,0,0
2009-09-04,293.98,39397.99,17.2
2009-09-05,3525.8599999999997,422755.48,9.190000000000001
2009-09-06,4244.26,606835.5700000001,11.100000000000001
2009-09-07,7316.34,1024487.07,19.07
2009-09-08,8217.960000000001,1147160.1800000002,1040.86
2009-09-09,9002.35,1247751.1400000001,1360.56
2009-09-10,8964.69,1243078.65,989.63
2009-09-11,8988.599999999999,1243952.38,954.63
2009-09-12,9002.54,1247541.04,1063.28
2009-09-13,9004.119999999999,1251186.12,1163.01
2009-09-14,8942.82,1249768.66,1145.01
2009-09-15,8904.09,1250999.79,987.28
2009-09-16,9046.27,1267291.35,811.6800000000001
2009-09-17,8986.01,1258523.25,965.03
2009-09-18,8996.970000000001,1261176.1400000001,935.5699999999999
2009-09-19,8958.7,1253505.54,1046.47
2009-09-20,8950.25,1246876.32,890.79
2009-09-21,9073.650000000001,1264058.6,813.42
2009-09-22,9047.18,1260470.31,869.13
2009-09-23,9013.3,1257110.29,563.56
2009-09-24,8955.46,1253259.25,708.7099999999999
2009-09-25,8957.7,1254458.37,752.46
2009-09-26,4023.56,565119.53,392.17
2009-09-27,32.03,1291.91,0.11
2009-09-28,0,0,0
2009-09-29,0,0,0
2009-09-30,0,0,0
2009-10-01,3995.7,593640.05,160.46
2009-10-02,8450.84,1190157.04,292.53999999999996
2009-10-03,8932.24,1246548.98,426.33
2009-10-04,8927.939999999999,1253058,417.18
2009-10-05,8812.55,1232288.3900000001,105.84
2009-10-06,6776.03,957141.41,981.76
2009-10-07,8419.150000000001,1179982.42,418.52
2009-10-08,8260.69,1156698.65,527.64
2009-10-09,7957.379999999999,1117396,639.7
2009-10-10,8040.870000000001,1127358.74,678.89
2009-10-11,8007.26,1121686.71,725.26
2009-10-12,8039.89,1124668.28,790.0999999999999
2009-10-13,6497.68,907498.29,2310.2799999999997
2009-10-14,7735.8,1088420.01,997.36
2009-10-15,6152.469999999999,895071.79,2994.48
2009-10-16,8566.5,1188982.87,873.95
2009-10-17,2497.13,329499.08999999997,8.309999999999999
2009-10-18,6553.219999999999,930940.9099999999,1100.73
2009-10-19,8019.12,1126216.12,856.28
2009-10-20,8014.58,1121654.24,1642.67
2009-10-21,8008.53,1119793.69,1713.8799999999999
2009-10-22,7988.44,1118572.47,1571.4
2009-10-23,2825.34,389107.63,531.02
2009-10-24,375.91999999999996,73946.75,99.73
2009-10-25,7574.389999999999,1058361.68,1352.2399999999998
2009-10-26,8082.54,1131395.77,1842.48
2009-10-27,8095.88,1131945.31,1846.3700000000001
2009-10-28,8090.7699999999995,1123390.03,1827.74
2009-10-29,7531.09,1045702.53,1637.9
2009-10-30,8417.27,1176389.85,1764.81
2009-10-31,7999.76,1118765.4,1776
2009-11-01,8078.14,1129606.15,1721.42
2009-11-02,8042.93,1125117.1800000002,1669.94
2009-11-03,8076.68,1132184.91,1603.1200000000001
2009-11-04,5756.27,812786.25,1155.85
2009-11-05,8063.83,1128746.97,1683.8899999999999
2009-11-06,8012.99,1122984.34,1656.32
2009-11-07,8068.38,1130099.65,1767.71
2009-11-08,8104.969999999999,1134166.48,1794.2
2009-11-09,7210.91,1008828.61,1619.51
2009-11-10,7654.91,1072805.4,1871.12
2009-11-11,8041.95,1128885.3,1954.4099999999999
2009-11-12,8043.56,1129206.6300000001,2046.19
2009-11-13,7992.82,1138301.1600000001,2030.83
2009-11-14,8038.200000000001,1129993.3699999999,2012.23
2009-11-15,8027.26,1130419.99,2097.27
2009-11-16,8023.8099999999995,1130362.01,1848.6100000000001
2009-11-17,8020.74,1132288.78,1137.48
2009-11-18,8075.76,1139166,1532.57
2009-11-19,8042.23,1137305.1800000002,1486.6
2009-11-20,6703.68,944715.02,1297.39
2009-11-21,8069.33,1141257.71,1556.85
2009-11-22,8038.5599999999995,1135698.88,1466.03
2009-11-23,6500.92,920711.6699999999,1206.0900000000001
2009-11-24,6826.39,969386.54,2121.29
2009-11-25,7984.66,1123764.24,776.26
2009-11-26,7966.0599999999995,1130827.63,1846.48
2009-11-27,7964.5,1129986.05,1705.8
2009-11-28,7946.58,1127282,1707.14
2009-11-29,8294.689999999999,1202139.8900000001,1888.58
2009-11-30,8387.47,1184443.25,2042.14
2009-12-01,8336.72,1178419.85,1872.88
2009-12-02,8367.029999999999,1184285.44,2072.73
2009-12-03,8344.13,1180849.88,2043.56
2009-12-04,8398.37,1185056.52,2050.07
2009-12-05,7987.21,1126962.48,1934.6799999999998
2009-12-06,8335.099999999999,1170220.5699999998,2129.63
2009-12-07,8363.56,1174195.2000000002,2063.27
2009-12-08,8368.19,1172972.55,2135.13
2009-12-09,8422.32,1175279.33,2216.77
2009-12-10,8449.21,1178473.39,1749
2009-12-11,8399.83,1175878.32,1468.97
2009-12-12,8385.02,1171702.85,2367.0299999999997
2009-12-13,7969.75,1115030.15,2678.47
2009-12-14,8291.37,1163059.79,2513.77
2009-12-15,8241.54,1192367.4,2450.19
2009-12-16,8252.45,1154707.6099999999,1524.87
2009-12-17,7770.719999999999,1092730.58,2369.52
2009-12-18,4646.43,643374.37,1885.49
2009-12-19,5147.88,715820.6000000001,1851.52
2009-12-20,6981.91,964038.3200000001,2884.75
2009-12-21,8408.47,1162086.61,3108.71
2009-12-22,8398.02,1166185.95,2322.84
2009-12-23,8375.18,1163050.8800000001,2875.7599999999998
2009-12-24,8369.26,1162226.15,3250.48
2009-12-25,7370.77,1032027.1299999999,2217.01
2009-12-26,8140.52,1136926.92,3052.81
2009-12-27,8304.08,1159031.67,2225.04
2009-12-28,8210.42,1144376.79,3079.92
2009-12-29,8174.12,1144734.68,2936.48
2009-12-30,8172,1143464.35,3133.28
2009-12-31,8134.29,1184233.9,3029.9900000000002
2010-01-01,8218.1,1151023.96,3224.16
2010-01-02,8229.630000000001,1151575.49,3474.29
2010-01-03,8057.57,1129476.8900000001,3146.01
2010-01-04,7902.22,1110068.78,2884.9
2010-01-05,7952.24,1116758.1600000001,2106.16
2010-01-06,7955.800000000001,1115844.02,2149.4
2010-01-07,7914.4400000000005,1111150.14,2751.02
2010-01-08,7909.03,1110082.77,2247.5299999999997
2010-01-09,6336.32,929756.5700000001,2124.12
2010-01-10,7867.2,1103268.6,2366.31
2010-01-11,7872.289999999999,1103395.17,2691.67
2010-01-12,7873.040000000001,1101418.19,2426.96
2010-01-13,7849.85,1097333.94,2703.51
2010-01-14,7802.24,1091755.71,3483.2400000000002
2010-01-15,7796.68,1090927.88,3460.5099999999998
2010-01-16,7713.539999999999,1076447.73,3715.5199999999995
2010-01-17,7601.24,1062145.3699999999,3719.34
2010-01-18,7530,1050353.08,3656.15
2010-01-19,7460.77,1041550.76,3574.82
2010-01-20,7417.99,1034891.4299999999,3911.6
2010-01-21,7345.13,1030417.47,3919.7599999999998
2010-01-22,7310,1027926.55,3913.1400000000003
2010-01-23,5946.27,867727.97,2917.6499999999996
2010-01-24,6953.960000000001,998955.75,3574.8999999999996
2010-01-25,7286.110000000001,1018397.6200000001,3914.54
2010-01-26,6400.860000000001,918427.1499999999,3436.2200000000003
2010-01-27,6969.200000000001,977847.14,3694.7200000000003
2010-01-28,7018.41,984413.8,3740.8
2010-01-29,7136.85,1001048.56,3638.79
2010-01-30,7141.14,1002374.72,3751.72
2010-01-31,7111.96,999144.57,3914.97
2010-02-01,7089.23,994284.71,3920.81
2010-02-02,6935.549999999999,975914.5900000001,3990.6
2010-02-03,6760.550000000001,986212.8700000001,3873.66
2010-02-04,6622.959999999999,940507.9099999999,4727.04
2010-02-05,6852.3,962213.6000000001,3891.41
2010-02-06,6807.82,957249.7,2871.9
2010-02-07,6687.360000000001,948231.5700000001,4078.58
2010-02-08,6935.1500000000005,976022.47,4397.63
2010-02-09,6879.67,967636.27,4365.16
2010-02-10,6770.700000000001,954236.93,4207.74
2010-02-11,6606.98,927071.99,4018.76
2010-02-12,6184.73,864207.58,3928.6499999999996
2010-02-13,6164.03,847704.3300000001,4047.4300000000003
2010-02-14,3548.27,497364.25,2166.9900000000002
2010-02-15,3065.41,418890.54000000004,1311.77
2010-02-16,6760.450000000001,948922.8400000001,4071.56
2010-02-17,6646.8,933433.19,3947.78
2010-02-18,5353.15,751686.83,3356
2010-02-19,6587.9400000000005,925603.87,4231.87
2010-02-20,6465.13,908322.85,4265.219999999999
2010-02-21,6530.08,917006.0700000001,4322.92
2010-02-22,6479.42,912653.3400000001,4328.21
2010-02-23,5605.9,804971.1100000001,3719.12
2010-02-24,6523.41,929212.0900000001,4590.42
2010-02-25,4997.13,710394.48,3144.76
2010-02-26,4520.88,651300.23,4524.67
2010-02-27,4737.98,660582.02,4915.25
2010-02-28,0,0,0
2010-03-01,0,0,0
2010-03-02,51.61,3684.87,31.04
2010-03-03,5580.15,770054.3,3899.63
2010-03-04,6477.82,896334.31,3774.6
2010-03-05,6500.639999999999,898145.78,3943.5699999999997
2010-03-06,5523.639999999999,762337.37,3418.56
2010-03-07,0,0,0
2010-03-08,3557.5199999999995,493700.69999999995,1553.81
2010-03-09,6751.69,931168.0900000001,4980.1900000000005
2010-03-10,6612.07,912781.8799999999,3929.2200000000003
2010-03-11,5913.799999999999,820423.77,3577.04
2010-03-12,4576.23,648097.5700000001,2640.0699999999997
2010-03-13,6368.05,919754.0800000001,3968.01
2010-03-14,6484.82,927504.3799999999,4172.5199999999995
2010-03-15,6412.35,905551.02,4988.01
2010-03-16,6161.5,873753,4290.860000000001
2010-03-17,6194.75,866208,4745.36
2010-03-18,6229.49,909837.01,4220.64
2010-03-19,6162.85,861368.53,4162.7300000000005
2010-03-20,6099.99,851285.8500000001,4157.07
2010-03-21,6048.35,843437.1,4165.0999999999995
2010-03-22,6104.18,852632.9299999999,4243.31
2010-03-23,6177.23,874668.5700000001,4810.1900000000005
2010-03-24,6129.08,866306.48,4517.54
2010-03-25,6136.92,866991,4661.06
2010-03-26,6132.63,866132.3300000001,4828.05
2010-03-27,6126.38,867290,4738.87
2010-03-28,5882.89,830436.8200000001,4670.860000000001
2010-03-29,6120.2,865371.0599999999,4885.85
2010-03-30,6028.91,858715.62,5067.21
2010-03-31,6015.12,856351.74,5518.38
2010-04-01,786.82,119260.91,617.72
2010-04-02,4212.87,611888.37,3316.67
2010-04-03,5516.280000000001,776466.64,4888.17
2010-04-04,6145.030000000001,864467.79,5491.42
2010-04-05,6021.09,850460.2,5268.110000000001
2010-04-06,5912.389999999999,837683.69,5090.95
2010-04-07,5897.24,837008.9,5485.37
2010-04-08,5837.85,831083.77,5515.35
2010-04-09,5764.49,810242.73,5123.12
2010-04-10,5722.98,799857.59,5162.42
2010-04-11,5673.03,793125,5010.98
2010-04-12,5697.46,797557.6,5051.46
2010-04-13,5681.98,798077.09,5114.360000000001
2010-04-14,5686.700000000001,791460.29,3843.4700000000003
2010-04-15,5658.82,790593.67,4870.18
2010-04-16,5687.08,794253.9199999999,4852.42
2010-04-17,5142.21,718471.6599999999,4735.379999999999
2010-04-18,5672.72,789718.65,4710.3099999999995
2010-04-19,5678.38,807326.05,5007.4
2010-04-20,5749.21,798979.9299999999,3903.72
2010-04-21,5695.530000000001,791303.0800000001,4777.620000000001
2010-04-22,5624.85,784002.63,4799.9400000000005
2010-04-23,5536.04,792844.5,4735.42
2010-04-24,5172.1,738504.64,4595.07
2010-04-25,4942.6900000000005,681859.27,4623.52
2010-04-26,3870.5699999999997,552945.02,3605.8199999999997
2010-04-27,5623.21,798095.3400000001,5047.71
2010-04-28,4123.05,589708.53,3436.51
2010-04-29,4823.42,687803.89,4227.96
2010-04-30,5733.33,814565,4952.85
2010-05-01,5736.7,815839.06,4942.360000000001
2010-05-02,5761.889999999999,816819.78,4897.32
2010-05-03,5785.52,817706.62,4907.13
2010-05-04,4521.94,641478.01,3666.46
2010-05-05,5643.9,795703,5116.5599999999995
2010-05-06,5666.469999999999,802783.0800000001,4725.18
2010-05-07,5674.68,805259.76,5148.16
2010-05-08,5647.79,802030.91,5243.85
2010-05-09,5627.98,798611.01,5224.92
2010-05-10,5598.35,795630.99,5285.01
2010-05-11,5589.450000000001,793728.9099999999,5268.93
2010-05-12,5531.52,762534.8899999999,5258.4400000000005
2010-05-13,4899.469999999999,704354.14,4453.93
2010-05-14,5506.87,790175.6000000001,5003.48
2010-05-15,5520.92,789028.28,5228.0599999999995
2010-05-16,5502.25,786587.95,4951.379999999999
2010-05-17,5501.219999999999,786504.98,5509.110000000001
2010-05-18,5474.46,782005.9,5955.8099999999995
2010-05-19,5423.139999999999,775332.87,5591.54
2010-05-20,5374.29,767986.23,5771.99
2010-05-21,5333.040000000001,764315.19,5524.04
2010-05-22,5304.17,766419.34,5512.69
2010-05-23,5308.73,759204.27,5393.49
2010-05-24,5310.8,760393.4099999999,5393.379999999999
2010-05-25,5304.9,759756.6200000001,5621.799999999999
2010-05-26,5293.6900000000005,756624.6299999999,5959.0599999999995
2010-05-27,5175.969999999999,741177.72,5174.99
2010-05-28,4548,649133.55,3950.54
2010-05-29,5234.73,743639.9099999999,6002.34
2010-05-30,4994.89,700221.21,5753.17
2010-05-31,3125.11,429689.39,3318.63
2010-06-01,3670.92,513885.57999999996,2616.05
2010-06-02,5117.95,723104.08,5788.71
2010-06-03,5139.3,730711.61,5690.360000000001
2010-06-04,5158.19,734132.79,5587.85
2010-06-05,5160.46,736404.45,6484.13
2010-06-06,5144.35,734662.3,6270.68
2010-06-07,5077.01,726999.3,6070.57
2010-06-08,5060.719999999999,722452.53,6053.1
2010-06-09,5059.97,722760.8999999999,5705.8
2010-06-10,5054.01,706885.12,5924.07
2010-06-11,5046.1,719841.03,5801.33
2010-06-12,5021.01,718604.86,6012.62
2010-06-13,5057.860000000001,722395.6599999999,5375.549999999999
2010-06-14,4989.38,713880.03,6255.24
2010-06-15,4917.610000000001,703963.25,6453.08
2010-06-16,4839.55,693161.38,6221.99
2010-06-17,4873.27,698027.27,6319.3
2010-06-18,4860.12,697172.01,6201.6900000000005
2010-06-19,3902.3,565967.94,5096.67
2010-06-20,4794.86,684486.82,6559.55
2010-06-21,4791.969999999999,683944.89,6521.93
2010-06-22,4757.45,681876.13,6452.09
2010-06-23,4736.43,680104.5,6453.92
2010-06-24,4736.43,670815.75,6448.87
2010-06-25,4680.74,673272.81,6243.030000000001
2010-06-26,4676.799999999999,668893.64,6258.9400000000005
2010-06-27,4665.6900000000005,670307.52,6253.4
2010-06-28,4652.57,669087.12,6264.5
2010-06-29,4646.47,668058.45,6205.58
2010-06-30,4637.7,665251.3500000001,6258.68
2010-07-01,4624.74,665100.1,6288.48
2010-07-02,4555.299999999999,656503.86,6233.41
2010-07-03,4482.26,656503.86,6399.530000000001
2010-07-04,4441.51,645396.94,6179.62
2010-07-05,4417.58,641632.5,6114.969999999999
2010-07-06,4418.9,648385.49,6215.2
2010-07-07,4386.389999999999,640520.14,6253.09
2010-07-08,4371.9,637704.8,6307.6900000000005
2010-07-09,4360.3,636051.8600000001,6379.41
2010-07-10,3332.7,492940,4989.04
2010-07-11,4154.04,607233.07,6431.379999999999
2010-07-12,4303.030000000001,625344.53,6549.76
2010-07-13,4409.1,635593.74,6599.71
2010-07-14,4409.8099999999995,634386.6100000001,6664.200000000001
2010-07-15,4400.5,634635,6056.03
2010-07-16,4395.9400000000005,634386.78,6351.4400000000005
2010-07-17,4377.280000000001,632008.65,6353.860000000001
2010-07-18,4358.33,628930.26,4937.9
2010-07-19,4347.63,625989.61,5969.38
2010-07-20,4347.71,626586.28,6472.31
2010-07-21,4334.05,624726.81,6505.360000000001
2010-07-22,4314.0599999999995,623073.47,6564.83
2010-07-23,4276.35,617517.78,6597.87
2010-07-24,4248.780000000001,614084.44,6583.38
2010-07-25,4247.41,613209.49,6599.6900000000005
2010-07-26,4227.780000000001,610254.37,6602.389999999999
2010-07-27,4236.62,612545.64,6620.04
2010-07-28,4228.19,610778.38,6618.55
2010-07-29,4217.54,609866.71,6619.52
2010-07-30,4210.0599999999995,607657.3999999999,6601.950000000001
2010-07-31,4204.15,607362.55,6610.51
2010-08-01,4194.74,605973.33,6623.49
2010-08-02,4205.66,607413.76,6627.8099999999995
2010-08-03,4202.450000000001,606700.53,6666.85
2010-08-04,4198.79,606774.06,6658.530000000001
2010-08-05,3637.24,530107.2999999999,6213.33
2010-08-06,4102.93,594648.01,7007.67
2010-08-07,3474.46,507578.89,5952.21
2010-08-08,4115.07,596481.58,7037.84
2010-08-09,4137.28,599061.63,7036.1
2010-08-10,4148.18,599384.0800000001,6837.74
2010-08-11,4153.05,599045.49,6864.780000000001
2010-08-12,4145.24,600057.26,6876.62
2010-08-13,4146.36,600519.65,6895.62
2010-08-14,4147.360000000001,598981.77,6889.38
2010-08-15,4007.25,575535.02,6592.450000000001
2010-08-16,0,0,0
2010-08-17,0,0,0
2010-08-18,0,0,0
2010-08-19,0,0,0
2010-08-20,0,0,0
2010-08-21,0,0,0
2010-08-22,0,0,0
2010-08-23,0,0,0
2010-08-24,0,0,0
2010-08-25,0,0,0
2010-08-26,0,0,0
2010-08-27,0,0,0
2010-08-28,0,535.16,0
2010-08-29,2184.66,318162.82999999996,3825.44
2010-08-30,2778.3,389464.33,3378.26
2010-08-31,2552.0699999999997,353331.85,3256.4300000000003
2010-09-01,2512.3,356904.47,4766.17
2010-09-02,4394.97,812353.9,5378.57
2010-09-03,4254.889999999999,629130.54,5370.67
2010-09-04,4366.58,646707.01,5678.49
2010-09-05,4300.9400000000005,639299.29,6096.62
2010-09-06,4246.99,609212.48,5970.110000000001
2010-09-07,4270.96,637092.65,6545.52
2010-09-08,4251.74,636024.79,6301.48
2010-09-09,4287.77,641405.5,6738.61
2010-09-10,4286.04,640485.75,6233.96
2010-09-11,3948.21,579981.77,5890.8099999999995
2010-09-12,2023.3,317016.57,3456.17
2010-09-13,3101.6,469736.44,5294.68
2010-09-14,2180.52,340278,3717.8700000000003
2010-09-15,2055.21,324494.45,4130.86
2010-09-16,2558.82,392884.22,4816.82
2010-09-17,3983.6800000000003,594660.7,6793.1900000000005
2010-09-18,2523.56,375624.75,4869.59
2010-09-19,1870.38,294135.69,4006.27
2010-09-20,2319.52,353140.36,4311.71
2010-09-21,2689.4199999999996,384985.3,3044.32
2010-09-22,3097.0499999999997,455530.81,4073.5299999999997
2010-09-23,2758.98,399923.7,2759.09
2010-09-24,4546.05,658079.03,5302.459999999999
2010-09-25,4913.05,718390.4,5765.780000000001
2010-09-26,4637.74,679764.75,5389.35
2010-09-27,4928.1900000000005,733292.77,5854.0599999999995
2010-09-28,4873.33,725134.56,5267.530000000001
2010-09-29,4870.07,725889.01,6018.53
2010-09-30,1666.28,239203.40999999997,6092.8
2010-10-01,4202.12,631112.75,5612.89
2010-10-02,4831.77,725758.74,5819.47
2010-10-03,4698.81,707766.47,5646.51
2010-10-04,4263.12,636299.69,5251.200000000001
2010-10-05,4042.38,611630.4099999999,5576.4
2010-10-06,4565.6900000000005,686680.44,5976.17
2010-10-07,4452.29,668217.12,6711.27
2010-10-08,3138.38,471163.24,4810.8
2010-10-09,4353.1500000000005,651466.97,6826
2010-10-10,4359.2,654771.37,6491.53
2010-10-11,4327.360000000001,651124.3300000001,6871.15
2010-10-12,4306.360000000001,648850.47,6645.96
2010-10-13,4282.82,645799.24,6409.26
2010-10-14,4277.24,645371.3,6385.45
2010-10-15,4262.9,643575.6799999999,6473.7
2010-10-16,4255.21,641929.06,6450.71
2010-10-17,4243.42,640545.54,6543.16
2010-10-18,4221.42,630885.14,6578.969999999999
2010-10-19,4188.63,629844.03,6742.6
2010-10-20,4156.6,624474.84,6757.610000000001
2010-10-21,4138.99,628842.17,6821.82
2010-10-22,4092.59,610174.1799999999,6754.889999999999
2010-10-23,4099.469999999999,622474.45,6871.37
2010-10-24,4098.45,616981.13,6857.21
2010-10-25,4064.14,614914.1799999999,6901.58
2010-10-26,4022.41,610349.8,6861.17
2010-10-27,4009.4300000000003,607885.42,6867.91
2010-10-28,4028.9799999999996,607232.19,6898.68
2010-10-29,4014.5099999999998,607670.87,6900.14
2010-10-30,4013.2999999999997,602376,6944.71
2010-10-31,4174.75,619056.6,7231.719999999999
2010-11-01,3973.9300000000003,589908.96,6868.93
2010-11-02,3932.45,597192.12,6745.41
2010-11-03,3930.53,596626.82,6803.950000000001
2010-11-04,3933.25,584202.84,6924.58
2010-11-05,3910.83,587512.1699999999,6842.79
2010-11-06,3892.3500000000004,591196.11,6845.639999999999
2010-11-07,3898.0600000000004,593389.1000000001,6951.43
2010-11-08,3156.11,483761.41000000003,5830.530000000001
2010-11-09,3761.88,570452.16,7137.22
2010-11-10,2929.7,454375.4,5845.4400000000005
2010-11-11,3764.2,575226.81,7097.95
2010-11-12,3760.56,569537.85,7371.799999999999
2010-11-13,3748.7599999999998,564882.3,7262.66
2010-11-14,3698.5699999999997,540150.9099999999,7499.8099999999995
2010-11-15,455.59000000000003,68608.3,985.58
2010-11-16,2704.25,411091.68,5634.32
2010-11-17,3165.29,478403.53,4968.049999999999
2010-11-18,3733.3599999999997,560399.18,6914.73
2010-11-19,3731.4900000000002,562355.78,6874.4400000000005
2010-11-20,3705.83,560255.9,7002.4
2010-11-21,3729.7799999999997,562283.85,6889.18
2010-11-22,3728.9900000000002,564206.26,7234.74
2010-11-23,3724.7200000000003,570420.6,6789.02
2010-11-24,3726.29,571620.71,6885.28
2010-11-25,3717.77,571817.11,6994.1
2010-11-26,3726.4700000000003,573053.39,7082.75
2010-11-27,3727.04,572787.04,7166.82
2010-11-28,3734.8900000000003,573535.63,7235.75
2010-11-29,3711.75,569529,7252.63
2010-11-30,3709.24,563643.4,7267.700000000001
2010-12-01,3690.76,562586.95,7215.18
2010-12-02,3660.07,559537.96,7206.9
2010-12-03,3651.87,556286.78,7239.62
2010-12-04,3632.72,558472.28,7243.91
2010-12-05,3601.81,553875.23,7191.21
2010-12-06,3587.8,551308.37,7186.200000000001
2010-12-07,3575.6,550126.27,7216.34
2010-12-08,3571.4700000000003,548300.52,7230.85
2010-12-09,2973.17,453589.08,6624.25
2010-12-10,3525.6499999999996,542097.54,7336.07
2010-12-11,3527.64,543016,7180.98
2010-12-12,3541.14,529329.78,7202.700000000001
2010-12-13,3546.95,539565.1,7217.07
2010-12-14,3551.52,543745.69,7236.3099999999995
2010-12-15,3518.8,542069,7192.5
2010-12-16,3523.51,541486.79,7161.11
2010-12-17,3515.4000000000005,538236.86,7176.54
2010-12-18,3515.84,535668.47,7292.719999999999
2010-12-19,3496.63,534282.28,7124.5
2010-12-20,3507.88,537091.1699999999,7149.85
2010-12-21,3530.25,540324.79,7224.77
2010-12-22,3543.32,540578.25,7242.95
2010-12-23,3603.87,545743.24,7322.71
2010-12-24,3585.71,545194.92,7328.79
2010-12-25,3563.2599999999998,543064.6799999999,7349.139999999999
2010-12-26,3546.61,542071.64,7312.98
2010-12-27,3531.14,541089.86,7313.13
2010-12-28,3115.8100000000004,470842.13,6627.93
2010-12-29,3393.3599999999997,517554.05000000005,7331.219999999999
2010-12-30,3493.46,533565.7,7002.719999999999
2010-12-31,3481.17,533118.61,7295.2
2011-01-01,3474.7299999999996,530211.98,7043.33
2011-01-02,3472.34,529380.68,7298.959999999999
2011-01-03,3463.41,529570.41,7286.82
2011-01-04,3460.93,529169.94,7284.8099999999995
2011-01-05,3466.73,529883.59,7256.17
2011-01-06,3463.26,529049.5800000001,7265.4
2011-01-07,3475.75,528274.89,7276.58
2011-01-08,3474.2799999999997,528774.76,7275.48
2011-01-09,3471.0699999999997,528774.76,7280.95
2011-01-10,3435.95,522410.32000000007,7329
2011-01-11,3420.39,520686.86,7376.54
2011-01-12,3483.3199999999997,522410.32,7348.67
2011-01-13,3491.1400000000003,531685.86,7480.52
2011-01-14,3481.21,531433.98,7429.46
2011-01-15,3475.1000000000004,529526.7,7478.889999999999
2011-01-16,3468.15,527431.46,7441.95
2011-01-17,3455.17,526998.8,7455.8
2011-01-18,3440.52,525090.85,7462.62
2011-01-19,3419.33,521326.35,7447.41
2011-01-20,3375.31,514691.07000000007,7380.29
2011-01-21,3415.13,520505.22,7454.7
2011-01-22,3405.8999999999996,520356.36,7331.74
2011-01-23,3354.92,512216.70999999996,7357.299999999999
2011-01-24,3358.0299999999997,512704.91000000003,7368.41
2011-01-25,3322.43,508547.99,7345.43
2011-01-26,3328.41,508369.16000000003,7336.59
2011-01-27,3317.6,507177.41000000003,7338.360000000001
2011-01-28,3326.4,508030.47,7360.12
2011-01-29,3376.1099999999997,516661.2,7459.96
2011-01-30,3374.42,515160.16000000003,7447.23
2011-01-31,3327.56,510692.55,7354.07
2011-02-01,1984.74,314382.38,4722.16
2011-02-02,0,0,0
2011-02-03,0,0,0
2011-02-04,0,0,0
2011-02-05,1322.5900000000001,209521.7,3527.99
2011-02-06,2815.9,420618.83999999997,7254.65
2011-02-07,3275.67,498447.06999999995,7462.92
2011-02-08,3238.58,496146.64999999997,7218.92
2011-02-09,3238.67,501145.52,7461.84
2011-02-10,3307.09,505554.37,7305.82
2011-02-11,3308.74,505963.26,7659.38
2011-02-12,3275.96,501985.33999999997,7207.22
2011-02-13,2460.29,387390.5,5541.59
2011-02-14,1082.87,226367.66000000003,2443.66
2011-02-15,2334.48,347651,3629.8
2011-02-16,3300.4300000000003,504206.73,7669.139999999999
2011-02-17,3270.34,507848,6879.04
2011-02-18,3244.52,506820.91,6929.07
2011-02-19,3233.42,503558.26,6972.83
2011-02-20,3235.37,503052.77,7385.36
2011-02-21,3235.77,503135.74,7110.99
2011-02-22,3211.5,501049.76,7153.02
2011-02-23,3200.23,499301.02999999997,7211.27
2011-02-24,3174.5299999999997,494204.02,7263.41
2011-02-25,3153,485498.72,7236.96
2011-02-26,3121,477402,7157.780000000001
2011-02-27,3106.29,474831.61,7174.33
2011-02-28,3091.8199999999997,473252.82,7187.16
2011-03-01,3105.08,474936.82,7255.709999999999
